IP-адрес,Порт,TLS,Дата-центр,Регион,Город,Задержка
104.25.31.229,443,true,HKG,Asia Pacific,Hong Kong,268 мс
104.25.31.224,443,true,HKG,Asia Pacific,Hong Kong,269 мс
104.25.31.190,443,true,HKG,Asia Pacific,Hong Kong,274 мс
104.25.31.171,443,true,HKG,Asia Pacific,Hong Kong,279 мс
104.25.31.164,443,true,HKG,Asia Pacific,Hong Kong,281 мс
104.25.31.165,443,true,HKG,Asia Pacific,Hong Kong,282 мс
104.25.31.167,443,true,HKG,Asia Pacific,Hong Kong,288 мс
104.25.32.38,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.32.1,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.32.2,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.32.17,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.25.35.51,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.25.32.26,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.25.35.72,443,true,HKG,Asia Pacific,Hong Kong,190 мс
104.25.39.137,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.35.233,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.35.234,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.35.235,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.39.15,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.39.23,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.39.211,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.42.222,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.42.231,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.25.42.224,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.25.39.218,443,true,HKG,Asia Pacific,Hong Kong,188 мс
104.25.42.239,443,true,HKG,Asia Pacific,Hong Kong,188 мс
104.25.39.213,443,true,HKG,Asia Pacific,Hong Kong,189 мс
104.25.42.237,443,true,HKG,Asia Pacific,Hong Kong,190 мс
104.25.42.229,443,true,HKG,Asia Pacific,Hong Kong,193 мс
104.25.47.89,443,true,HKG,Asia Pacific,Hong Kong,206 мс
104.25.91.136,443,true,HKG,Asia Pacific,Hong Kong,1878 мс
104.25.95.239,443,true,HKG,Asia Pacific,Hong Kong,195 мс
104.25.111.254,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.111.161,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.111.207,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.111.208,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.111.221,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.25.111.182,443,true,HKG,Asia Pacific,Hong Kong,187 мс
104.25.111.244,443,true,HKG,Asia Pacific,Hong Kong,188 мс
104.25.111.185,443,true,HKG,Asia Pacific,Hong Kong,188 мс
104.25.111.246,443,true,HKG,Asia Pacific,Hong Kong,189 мс
104.25.111.252,443,true,HKG,Asia Pacific,Hong Kong,189 мс
104.25.111.249,443,true,HKG,Asia Pacific,Hong Kong,190 мс
104.25.111.183,443,true,HKG,Asia Pacific,Hong Kong,192 мс
104.25.111.201,443,true,HKG,Asia Pacific,Hong Kong,192 мс
104.25.111.200,443,true,HKG,Asia Pacific,Hong Kong,193 мс
104.25.111.202,443,true,HKG,Asia Pacific,Hong Kong,193 мс
104.25.111.195,443,true,HKG,Asia Pacific,Hong Kong,194 мс
104.25.127.221,443,true,HKG,Asia Pacific,Hong Kong,265 мс
104.25.137.111,443,true,HKG,Asia Pacific,Hong Kong,1686 мс
104.25.155.129,443,true,HKG,Asia Pacific,Hong Kong,201 мс
104.25.155.127,443,true,HKG,Asia Pacific,Hong Kong,203 мс
104.25.155.4,443,true,HKG,Asia Pacific,Hong Kong,229 мс
104.25.158.186,443,true,HKG,Asia Pacific,Hong Kong,208 мс
104.25.155.192,443,true,HKG,Asia Pacific,Hong Kong,449 мс
104.25.159.172,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.159.169,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.25.159.162,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.25.159.163,443,true,HKG,Asia Pacific,Hong Kong,187 мс
104.25.159.186,443,true,HKG,Asia Pacific,Hong Kong,187 мс
104.25.159.231,443,true,HKG,Asia Pacific,Hong Kong,189 мс
104.25.159.233,443,true,HKG,Asia Pacific,Hong Kong,217 мс
104.25.161.180,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.162.132,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.161.207,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.162.140,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.162.139,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.162.136,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.162.146,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.25.162.145,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.25.166.238,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.166.248,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.25.167.18,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.25.166.239,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.25.167.0,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.25.163.233,443,true,HKG,Asia Pacific,Hong Kong,192 мс
104.25.171.184,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.170.223,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.170.239,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.25.167.248,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.25.170.245,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.25.167.244,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.25.171.14,443,true,HKG,Asia Pacific,Hong Kong,190 мс
104.25.168.16,443,true,HKG,Asia Pacific,Hong Kong,194 мс
104.25.171.232,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.171.191,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.171.189,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.171.199,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.172.68,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.25.175.217,443,true,HKG,Asia Pacific,Hong Kong,192 мс
104.25.203.19,443,true,HKG,Asia Pacific,Hong Kong,454 мс
104.25.203.5,443,true,HKG,Asia Pacific,Hong Kong,489 мс
104.25.207.207,443,true,HKG,Asia Pacific,Hong Kong,734 мс
104.26.15.193,443,true,HKG,Asia Pacific,Hong Kong,828 мс
104.27.23.179,443,true,HKG,Asia Pacific,Hong Kong,575 мс
104.27.30.196,443,true,HKG,Asia Pacific,Hong Kong,1448 мс
104.27.31.186,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.27.31.223,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.27.31.231,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.27.31.203,443,true,HKG,Asia Pacific,Hong Kong,188 мс
104.27.31.235,443,true,HKG,Asia Pacific,Hong Kong,188 мс
104.27.31.215,443,true,HKG,Asia Pacific,Hong Kong,189 мс
104.27.31.241,443,true,HKG,Asia Pacific,Hong Kong,190 мс
104.27.32.13,443,true,HKG,Asia Pacific,Hong Kong,1448 мс
104.27.32.3,443,true,HKG,Asia Pacific,Hong Kong,1448 мс
104.27.32.15,443,true,HKG,Asia Pacific,Hong Kong,1448 мс
104.27.36.114,443,true,HKG,Asia Pacific,Hong Kong,215 мс
104.27.60.35,443,true,HKG,Asia Pacific,Hong Kong,2489 мс
104.27.63.163,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.27.63.172,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.27.63.169,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.27.63.246,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.27.63.203,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.27.63.180,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.27.63.250,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.27.63.171,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.27.63.233,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.27.63.222,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.27.63.227,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.27.63.243,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.27.67.23,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.27.67.229,443,true,HKG,Asia Pacific,Hong Kong,232 мс
104.27.71.71,443,true,HKG,Asia Pacific,Hong Kong,573 мс
104.27.71.30,443,true,HKG,Asia Pacific,Hong Kong,779 мс
104.27.71.36,443,true,HKG,Asia Pacific,Hong Kong,823 мс
104.27.108.166,443,true,HKG,Asia Pacific,Hong Kong,268 мс
104.27.108.116,443,true,HKG,Asia Pacific,Hong Kong,324 мс
104.27.108.48,443,true,HKG,Asia Pacific,Hong Kong,329 мс
104.27.199.19,443,true,HKG,Asia Pacific,Hong Kong,1276 мс
172.67.238.63,443,true,AMS,Europe,Amsterdam,3166 мс
172.67.246.78,443,true,LHR,Europe,London,3091 мс
